"","YEAR","MONTH","DATE","SITE","TRANSECT","SP_CODE","AFDM","SCIENTIFIC_NAME","TAXON_CLASS","GROWTH_MORPH","COARSE_GROUPING"
"54964",2007,7,"2007-07-16","GOLB",2,"SFL",0,"Mesocentrotus franciscanus","Echinoidea","SOLITARY","MOBILE INVERT"
"54973",2007,7,"2007-07-16","GOLB",2,"SPL",5.72291538840903,"Strongylocentrotus purpuratus","Echinoidea","SOLITARY","MOBILE INVERT"
"54985",2007,7,"2007-07-16","GOLB",2,"TESP",0,"Tegula spp. ","Gastropoda","SOLITARY","MOBILE INVERT"
"55000",2007,7,"2007-07-16","MOHK",1,"AML",0.747353488656587,"Patiria miniata","Asteroidea","SOLITARY","MOBILE INVERT"
"55005",2007,7,"2007-07-16","MOHK",1,"APCA",0,"Aplysia californica","Gastropoda","SOLITARY","MOBILE INVERT"
"55006",2007,7,"2007-07-16","MOHK",1,"APVA",0,"Aplysia vaccaria","Gastropoda","SOLITARY","MOBILE INVERT"
"55031",2007,7,"2007-07-16","MOHK",1,"CASP",0,"Cancer spp. ","Malacostraca","SOLITARY","MOBILE INVERT"
"55033",2007,7,"2007-07-16","MOHK",1,"CECO",0,"Centrostephanus coronatus","Echinoidea","SOLITARY","MOBILE INVERT"
"55044",2007,7,"2007-07-16","MOHK",1,"COCA",0.133133465964526,"Californiconus californicus","Gastropoda","AGGREGATED","MOBILE INVERT"
"55054",2007,7,"2007-07-16","MOHK",1,"CUKE",0,"Apostichopus californicus","Holothuroidea","SOLITARY","MOBILE INVERT"
"55060",2007,7,"2007-07-16","MOHK",1,"CYSP",0,"Neobernaya spadicea","Gastropoda","SOLITARY","MOBILE INVERT"
"55063",2007,7,"2007-07-16","MOHK",1,"DIL",0,"Dermasterias imbricata","Asteroidea","SOLITARY","MOBILE INVERT"
"55093",2007,7,"2007-07-16","MOHK",1,"HACO",0,"Haliotis corrugata","Gastropoda","SOLITARY","MOBILE INVERT"
"55096",2007,7,"2007-07-16","MOHK",1,"HARU",0,"Haliotis rufescens","Gastropoda","SOLITARY","MOBILE INVERT"
"55107",2007,7,"2007-07-16","MOHK",1,"KEKE",0.0531457347815361,"Kelletia kelletii","Gastropoda","SOLITARY","MOBILE INVERT"
"55108",2007,7,"2007-07-16","MOHK",1,"LA",0,"Lytechinus pictus","Echinoidea","SOLITARY","MOBILE INVERT"
"55113",2007,7,"2007-07-16","MOHK",1,"LIGL",0,"Pomaulax gibberosus; Megastraea undosa","Gastropoda","SOLITARY","MOBILE INVERT"
"55117",2007,7,"2007-07-16","MOHK",1,"LOGR",0,"Loxorhynchus grandis","Malacostraca","SOLITARY","MOBILE INVERT"
"55123",2007,7,"2007-07-16","MOHK",1,"MECR",12.8010685469328,"Megathura crenulata","Gastropoda","SOLITARY","MOBILE INVERT"
"55124",2007,7,"2007-07-16","MOHK",1,"MIID",0.13318588888415,"Atrimitra idae","Gastropoda","SOLITARY","MOBILE INVERT"
"55133",2007,7,"2007-07-16","MOHK",1,"NONO",0,"Norrisia norrisii","Gastropoda","SOLITARY","MOBILE INVERT"
"55136",2007,7,"2007-07-16","MOHK",1,"OCTO",0,"Octopus spp. ","Cephalopoda","SOLITARY","MOBILE INVERT"
"55138",2007,7,"2007-07-16","MOHK",1,"OKL",0,"Orthasterias koehleri","Asteroidea","SOLITARY","MOBILE INVERT"
"55139",2007,7,"2007-07-16","MOHK",1,"OPES",0,"Ophioplocus esmarki","Ophiuroidea","SOLITARY","MOBILE INVERT"
"55141",2007,7,"2007-07-16","MOHK",1,"OPSP",0,"Ophiothrix spiculata","Ophiuroidea","SOLITARY","MOBILE INVERT"
"55145",2007,7,"2007-07-16","MOHK",1,"PAIN",0,"Panulirus interruptus","Malacostraca","SOLITARY","MOBILE INVERT"
"55146",2007,7,"2007-07-16","MOHK",1,"PAPA",0.988308304592468,"Apostichopus parvimensis","Holothuroidea","SOLITARY","MOBILE INVERT"
"55148",2007,7,"2007-07-16","MOHK",1,"PBL",0,"Pisaster brevispinus","Asteroidea","SOLITARY","MOBILE INVERT"
"55152",2007,7,"2007-07-16","MOHK",1,"PGL",2.258010748385,"Pisaster giganteus","Asteroidea","SOLITARY","MOBILE INVERT"
"55153",2007,7,"2007-07-16","MOHK",1,"PHL",0,"Pycnopodia helianthoides","Asteroidea","SOLITARY","MOBILE INVERT"
"55162",2007,7,"2007-07-16","MOHK",1,"POL",0,"Pisaster ochraceus","Asteroidea","SOLITARY","MOBILE INVERT"
"55170",2007,7,"2007-07-16","MOHK",1,"PTTR",0,"Pteropurpura trialata","Gastropoda","SOLITARY","MOBILE INVERT"
"55171",2007,7,"2007-07-16","MOHK",1,"PUPR",0,"Pugettia producta","Malacostraca","SOLITARY","MOBILE INVERT"
"55192",2007,7,"2007-07-16","MOHK",1,"SFL",5.55314253869954,"Mesocentrotus franciscanus","Echinoidea","SOLITARY","MOBILE INVERT"
"55201",2007,7,"2007-07-16","MOHK",1,"SPL",36.8666391742589,"Strongylocentrotus purpuratus","Echinoidea","SOLITARY","MOBILE INVERT"
"55213",2007,7,"2007-07-16","MOHK",1,"TESP",0,"Tegula spp. ","Gastropoda","SOLITARY","MOBILE INVERT"
"55228",2007,7,"2007-07-16","MOHK",2,"AML",1.72155653618206,"Patiria miniata","Asteroidea","SOLITARY","MOBILE INVERT"
"55233",2007,7,"2007-07-16","MOHK",2,"APCA",0,"Aplysia californica","Gastropoda","SOLITARY","MOBILE INVERT"
"55234",2007,7,"2007-07-16","MOHK",2,"APVA",0,"Aplysia vaccaria","Gastropoda","SOLITARY","MOBILE INVERT"
"55259",2007,7,"2007-07-16","MOHK",2,"CASP",0,"Cancer spp. ","Malacostraca","SOLITARY","MOBILE INVERT"
"55261",2007,7,"2007-07-16","MOHK",2,"CECO",0,"Centrostephanus coronatus","Echinoidea","SOLITARY","MOBILE INVERT"
"55272",2007,7,"2007-07-16","MOHK",2,"COCA",0.537481923473088,"Californiconus californicus","Gastropoda","AGGREGATED","MOBILE INVERT"
"55282",2007,7,"2007-07-16","MOHK",2,"CUKE",0,"Apostichopus californicus","Holothuroidea","SOLITARY","MOBILE INVERT"
"55288",2007,7,"2007-07-16","MOHK",2,"CYSP",0,"Neobernaya spadicea","Gastropoda","SOLITARY","MOBILE INVERT"
"55291",2007,7,"2007-07-16","MOHK",2,"DIL",0.336109824319059,"Dermasterias imbricata","Asteroidea","SOLITARY","MOBILE INVERT"
"55321",2007,7,"2007-07-16","MOHK",2,"HACO",0,"Haliotis corrugata","Gastropoda","SOLITARY","MOBILE INVERT"
"55324",2007,7,"2007-07-16","MOHK",2,"HARU",0,"Haliotis rufescens","Gastropoda","SOLITARY","MOBILE INVERT"
"55335",2007,7,"2007-07-16","MOHK",2,"KEKE",0.106291469563072,"Kelletia kelletii","Gastropoda","SOLITARY","MOBILE INVERT"
"55336",2007,7,"2007-07-16","MOHK",2,"LA",0,"Lytechinus pictus","Echinoidea","SOLITARY","MOBILE INVERT"
"55341",2007,7,"2007-07-16","MOHK",2,"LIGL",0.17475973162487,"Pomaulax gibberosus; Megastraea undosa","Gastropoda","SOLITARY","MOBILE INVERT"
"55345",2007,7,"2007-07-16","MOHK",2,"LOGR",0,"Loxorhynchus grandis","Malacostraca","SOLITARY","MOBILE INVERT"
"55351",2007,7,"2007-07-16","MOHK",2,"MECR",3.36098053344769,"Megathura crenulata","Gastropoda","SOLITARY","MOBILE INVERT"
"55352",2007,7,"2007-07-16","MOHK",2,"MIID",0.148049427682205,"Atrimitra idae","Gastropoda","SOLITARY","MOBILE INVERT"
"55361",2007,7,"2007-07-16","MOHK",2,"NONO",0,"Norrisia norrisii","Gastropoda","SOLITARY","MOBILE INVERT"
"55364",2007,7,"2007-07-16","MOHK",2,"OCTO",0,"Octopus spp. ","Cephalopoda","SOLITARY","MOBILE INVERT"
"55366",2007,7,"2007-07-16","MOHK",2,"OKL",0,"Orthasterias koehleri","Asteroidea","SOLITARY","MOBILE INVERT"
"55367",2007,7,"2007-07-16","MOHK",2,"OPES",0.233177476769347,"Ophioplocus esmarki","Ophiuroidea","SOLITARY","MOBILE INVERT"
"55369",2007,7,"2007-07-16","MOHK",2,"OPSP",0,"Ophiothrix spiculata","Ophiuroidea","SOLITARY","MOBILE INVERT"
"55373",2007,7,"2007-07-16","MOHK",2,"PAIN",0,"Panulirus interruptus","Malacostraca","SOLITARY","MOBILE INVERT"
"55374",2007,7,"2007-07-16","MOHK",2,"PAPA",1.17015624720984,"Apostichopus parvimensis","Holothuroidea","SOLITARY","MOBILE INVERT"
"55376",2007,7,"2007-07-16","MOHK",2,"PBL",0,"Pisaster brevispinus","Asteroidea","SOLITARY","MOBILE INVERT"
"55380",2007,7,"2007-07-16","MOHK",2,"PGL",2.29801781730934,"Pisaster giganteus","Asteroidea","SOLITARY","MOBILE INVERT"
"55381",2007,7,"2007-07-16","MOHK",2,"PHL",0,"Pycnopodia helianthoides","Asteroidea","SOLITARY","MOBILE INVERT"
"55390",2007,7,"2007-07-16","MOHK",2,"POL",0.635625036262509,"Pisaster ochraceus","Asteroidea","SOLITARY","MOBILE INVERT"
"55398",2007,7,"2007-07-16","MOHK",2,"PTTR",0,"Pteropurpura trialata","Gastropoda","SOLITARY","MOBILE INVERT"
"55399",2007,7,"2007-07-16","MOHK",2,"PUPR",0,"Pugettia producta","Malacostraca","SOLITARY","MOBILE INVERT"
"55420",2007,7,"2007-07-16","MOHK",2,"SFL",8.18284444214061,"Mesocentrotus franciscanus","Echinoidea","SOLITARY","MOBILE INVERT"
"55429",2007,7,"2007-07-16","MOHK",2,"SPL",35.2851426652779,"Strongylocentrotus purpuratus","Echinoidea","SOLITARY","MOBILE INVERT"
"55441",2007,7,"2007-07-16","MOHK",2,"TESP",0,"Tegula spp. ","Gastropoda","SOLITARY","MOBILE INVERT"
"55456",2007,7,"2007-07-17","AQUE",1,"AML",0.159208960367652,"Patiria miniata","Asteroidea","SOLITARY","MOBILE INVERT"
"55461",2007,7,"2007-07-17","AQUE",1,"APCA",0,"Aplysia californica","Gastropoda","SOLITARY","MOBILE INVERT"
"55462",2007,7,"2007-07-17","AQUE",1,"APVA",0,"Aplysia vaccaria","Gastropoda","SOLITARY","MOBILE INVERT"
"55487",2007,7,"2007-07-17","AQUE",1,"CASP",0,"Cancer spp. ","Malacostraca","SOLITARY","MOBILE INVERT"
"55489",2007,7,"2007-07-17","AQUE",1,"CECO",0,"Centrostephanus coronatus","Echinoidea","SOLITARY","MOBILE INVERT"
"55500",2007,7,"2007-07-17","AQUE",1,"COCA",0.0343154497569643,"Californiconus californicus","Gastropoda","AGGREGATED","MOBILE INVERT"
"55510",2007,7,"2007-07-17","AQUE",1,"CUKE",0,"Apostichopus californicus","Holothuroidea","SOLITARY","MOBILE INVERT"
"55516",2007,7,"2007-07-17","AQUE",1,"CYSP",0,"Neobernaya spadicea","Gastropoda","SOLITARY","MOBILE INVERT"
"55519",2007,7,"2007-07-17","AQUE",1,"DIL",4.25591418032413,"Dermasterias imbricata","Asteroidea","SOLITARY","MOBILE INVERT"
"55549",2007,7,"2007-07-17","AQUE",1,"HACO",0,"Haliotis corrugata","Gastropoda","SOLITARY","MOBILE INVERT"
"55552",2007,7,"2007-07-17","AQUE",1,"HARU",0,"Haliotis rufescens","Gastropoda","SOLITARY","MOBILE INVERT"
"55563",2007,7,"2007-07-17","AQUE",1,"KEKE",0.0885762246358935,"Kelletia kelletii","Gastropoda","SOLITARY","MOBILE INVERT"
"55564",2007,7,"2007-07-17","AQUE",1,"LA",0,"Lytechinus pictus","Echinoidea","SOLITARY","MOBILE INVERT"
"55569",2007,7,"2007-07-17","AQUE",1,"LIGL",0,"Pomaulax gibberosus; Megastraea undosa","Gastropoda","SOLITARY","MOBILE INVERT"
"55573",2007,7,"2007-07-17","AQUE",1,"LOGR",0,"Loxorhynchus grandis","Malacostraca","SOLITARY","MOBILE INVERT"
"55579",2007,7,"2007-07-17","AQUE",1,"MECR",0,"Megathura crenulata","Gastropoda","SOLITARY","MOBILE INVERT"
"55580",2007,7,"2007-07-17","AQUE",1,"MIID",1.58285454579637,"Atrimitra idae","Gastropoda","SOLITARY","MOBILE INVERT"
"55589",2007,7,"2007-07-17","AQUE",1,"NONO",0,"Norrisia norrisii","Gastropoda","SOLITARY","MOBILE INVERT"
"55592",2007,7,"2007-07-17","AQUE",1,"OCTO",0,"Octopus spp. ","Cephalopoda","SOLITARY","MOBILE INVERT"
"55594",2007,7,"2007-07-17","AQUE",1,"OKL",0,"Orthasterias koehleri","Asteroidea","SOLITARY","MOBILE INVERT"
"55595",2007,7,"2007-07-17","AQUE",1,"OPES",0.0629619518871654,"Ophioplocus esmarki","Ophiuroidea","SOLITARY","MOBILE INVERT"
"55597",2007,7,"2007-07-17","AQUE",1,"OPSP",0.0499575641797994,"Ophiothrix spiculata","Ophiuroidea","SOLITARY","MOBILE INVERT"
"55601",2007,7,"2007-07-17","AQUE",1,"PAIN",0,"Panulirus interruptus","Malacostraca","SOLITARY","MOBILE INVERT"
"55602",2007,7,"2007-07-17","AQUE",1,"PAPA",0,"Apostichopus parvimensis","Holothuroidea","SOLITARY","MOBILE INVERT"
"55604",2007,7,"2007-07-17","AQUE",1,"PBL",0,"Pisaster brevispinus","Asteroidea","SOLITARY","MOBILE INVERT"
"55608",2007,7,"2007-07-17","AQUE",1,"PGL",2.55762771256119,"Pisaster giganteus","Asteroidea","SOLITARY","MOBILE INVERT"
"55609",2007,7,"2007-07-17","AQUE",1,"PHL",0,"Pycnopodia helianthoides","Asteroidea","SOLITARY","MOBILE INVERT"
"55618",2007,7,"2007-07-17","AQUE",1,"POL",0,"Pisaster ochraceus","Asteroidea","SOLITARY","MOBILE INVERT"
"55626",2007,7,"2007-07-17","AQUE",1,"PTTR",0,"Pteropurpura trialata","Gastropoda","SOLITARY","MOBILE INVERT"
"55627",2007,7,"2007-07-17","AQUE",1,"PUPR",0,"Pugettia producta","Malacostraca","SOLITARY","MOBILE INVERT"
"55648",2007,7,"2007-07-17","AQUE",1,"SFL",3.24956806785034,"Mesocentrotus franciscanus","Echinoidea","SOLITARY","MOBILE INVERT"
"55657",2007,7,"2007-07-17","AQUE",1,"SPL",0.934340108923333,"Strongylocentrotus purpuratus","Echinoidea","SOLITARY","MOBILE INVERT"
"55669",2007,7,"2007-07-17","AQUE",1,"TESP",0,"Tegula spp. ","Gastropoda","SOLITARY","MOBILE INVERT"
"55684",2007,7,"2007-07-17","AQUE",2,"AML",1.01813505547084,"Patiria miniata","Asteroidea","SOLITARY","MOBILE INVERT"
"55689",2007,7,"2007-07-17","AQUE",2,"APCA",0,"Aplysia californica","Gastropoda","SOLITARY","MOBILE INVERT"
"55690",2007,7,"2007-07-17","AQUE",2,"APVA",0,"Aplysia vaccaria","Gastropoda","SOLITARY","MOBILE INVERT"
"55715",2007,7,"2007-07-17","AQUE",2,"CASP",0,"Cancer spp. ","Malacostraca","SOLITARY","MOBILE INVERT"
"55717",2007,7,"2007-07-17","AQUE",2,"CECO",0,"Centrostephanus coronatus","Echinoidea","SOLITARY","MOBILE INVERT"
"55728",2007,7,"2007-07-17","AQUE",2,"COCA",0.00786867134991153,"Californiconus californicus","Gastropoda","AGGREGATED","MOBILE INVERT"
"55738",2007,7,"2007-07-17","AQUE",2,"CUKE",0,"Apostichopus californicus","Holothuroidea","SOLITARY","MOBILE INVERT"
"55744",2007,7,"2007-07-17","AQUE",2,"CYSP",0,"Neobernaya spadicea","Gastropoda","SOLITARY","MOBILE INVERT"
"55747",2007,7,"2007-07-17","AQUE",2,"DIL",0.960702815242204,"Dermasterias imbricata","Asteroidea","SOLITARY","MOBILE INVERT"
"55777",2007,7,"2007-07-17","AQUE",2,"HACO",0,"Haliotis corrugata","Gastropoda","SOLITARY","MOBILE INVERT"
"55780",2007,7,"2007-07-17","AQUE",2,"HARU",0,"Haliotis rufescens","Gastropoda","SOLITARY","MOBILE INVERT"
"55791",2007,7,"2007-07-17","AQUE",2,"KEKE",0.0885762246358935,"Kelletia kelletii","Gastropoda","SOLITARY","MOBILE INVERT"
"55792",2007,7,"2007-07-17","AQUE",2,"LA",0,"Lytechinus pictus","Echinoidea","SOLITARY","MOBILE INVERT"
"55797",2007,7,"2007-07-17","AQUE",2,"LIGL",0,"Pomaulax gibberosus; Megastraea undosa","Gastropoda","SOLITARY","MOBILE INVERT"
"55801",2007,7,"2007-07-17","AQUE",2,"LOGR",0,"Loxorhynchus grandis","Malacostraca","SOLITARY","MOBILE INVERT"
"55807",2007,7,"2007-07-17","AQUE",2,"MECR",0,"Megathura crenulata","Gastropoda","SOLITARY","MOBILE INVERT"
"55808",2007,7,"2007-07-17","AQUE",2,"MIID",0.553167254744814,"Atrimitra idae","Gastropoda","SOLITARY","MOBILE INVERT"
"55817",2007,7,"2007-07-17","AQUE",2,"NONO",0,"Norrisia norrisii","Gastropoda","SOLITARY","MOBILE INVERT"
"55820",2007,7,"2007-07-17","AQUE",2,"OCTO",0,"Octopus spp. ","Cephalopoda","SOLITARY","MOBILE INVERT"
"55822",2007,7,"2007-07-17","AQUE",2,"OKL",0,"Orthasterias koehleri","Asteroidea","SOLITARY","MOBILE INVERT"
"55823",2007,7,"2007-07-17","AQUE",2,"OPES",0.228747219039513,"Ophioplocus esmarki","Ophiuroidea","SOLITARY","MOBILE INVERT"
"55825",2007,7,"2007-07-17","AQUE",2,"OPSP",0.548206340340536,"Ophiothrix spiculata","Ophiuroidea","SOLITARY","MOBILE INVERT"
"55829",2007,7,"2007-07-17","AQUE",2,"PAIN",0,"Panulirus interruptus","Malacostraca","SOLITARY","MOBILE INVERT"
"55830",2007,7,"2007-07-17","AQUE",2,"PAPA",0,"Apostichopus parvimensis","Holothuroidea","SOLITARY","MOBILE INVERT"
"55832",2007,7,"2007-07-17","AQUE",2,"PBL",0,"Pisaster brevispinus","Asteroidea","SOLITARY","MOBILE INVERT"
"55836",2007,7,"2007-07-17","AQUE",2,"PGL",3.04243914222671,"Pisaster giganteus","Asteroidea","SOLITARY","MOBILE INVERT"
"55837",2007,7,"2007-07-17","AQUE",2,"PHL",0,"Pycnopodia helianthoides","Asteroidea","SOLITARY","MOBILE INVERT"
"55846",2007,7,"2007-07-17","AQUE",2,"POL",0,"Pisaster ochraceus","Asteroidea","SOLITARY","MOBILE INVERT"
"55854",2007,7,"2007-07-17","AQUE",2,"PTTR",0,"Pteropurpura trialata","Gastropoda","SOLITARY","MOBILE INVERT"
"55855",2007,7,"2007-07-17","AQUE",2,"PUPR",0,"Pugettia producta","Malacostraca","SOLITARY","MOBILE INVERT"
"55876",2007,7,"2007-07-17","AQUE",2,"SFL",6.58447808801602,"Mesocentrotus franciscanus","Echinoidea","SOLITARY","MOBILE INVERT"
"55885",2007,7,"2007-07-17","AQUE",2,"SPL",8.99943234445247,"Strongylocentrotus purpuratus","Echinoidea","SOLITARY","MOBILE INVERT"
"55897",2007,7,"2007-07-17","AQUE",2,"TESP",0,"Tegula spp. ","Gastropoda","SOLITARY","MOBILE INVERT"
"55912",2007,7,"2007-07-17","AQUE",3,"AML",0,"Patiria miniata","Asteroidea","SOLITARY","MOBILE INVERT"
"55917",2007,7,"2007-07-17","AQUE",3,"APCA",1.41015885366919,"Aplysia californica","Gastropoda","SOLITARY","MOBILE INVERT"
"55918",2007,7,"2007-07-17","AQUE",3,"APVA",0,"Aplysia vaccaria","Gastropoda","SOLITARY","MOBILE INVERT"
"55943",2007,7,"2007-07-17","AQUE",3,"CASP",0,"Cancer spp. ","Malacostraca","SOLITARY","MOBILE INVERT"
"55945",2007,7,"2007-07-17","AQUE",3,"CECO",0,"Centrostephanus coronatus","Echinoidea","SOLITARY","MOBILE INVERT"
"55956",2007,7,"2007-07-17","AQUE",3,"COCA",0.730360157045192,"Californiconus californicus","Gastropoda","AGGREGATED","MOBILE INVERT"
"55966",2007,7,"2007-07-17","AQUE",3,"CUKE",0,"Apostichopus californicus","Holothuroidea","SOLITARY","MOBILE INVERT"
"55972",2007,7,"2007-07-17","AQUE",3,"CYSP",0,"Neobernaya spadicea","Gastropoda","SOLITARY","MOBILE INVERT"
"55975",2007,7,"2007-07-17","AQUE",3,"DIL",0,"Dermasterias imbricata","Asteroidea","SOLITARY","MOBILE INVERT"
"56005",2007,7,"2007-07-17","AQUE",3,"HACO",0,"Haliotis corrugata","Gastropoda","SOLITARY","MOBILE INVERT"
"56008",2007,7,"2007-07-17","AQUE",3,"HARU",0,"Haliotis rufescens","Gastropoda","SOLITARY","MOBILE INVERT"
"56019",2007,7,"2007-07-17","AQUE",3,"KEKE",0.446126573720306,"Kelletia kelletii","Gastropoda","SOLITARY","MOBILE INVERT"
"56020",2007,7,"2007-07-17","AQUE",3,"LA",0,"Lytechinus pictus","Echinoidea","SOLITARY","MOBILE INVERT"
"56025",2007,7,"2007-07-17","AQUE",3,"LIGL",0,"Pomaulax gibberosus; Megastraea undosa","Gastropoda","SOLITARY","MOBILE INVERT"
"56029",2007,7,"2007-07-17","AQUE",3,"LOGR",0,"Loxorhynchus grandis","Malacostraca","SOLITARY","MOBILE INVERT"
"56035",2007,7,"2007-07-17","AQUE",3,"MECR",0,"Megathura crenulata","Gastropoda","SOLITARY","MOBILE INVERT"
"56036",2007,7,"2007-07-17","AQUE",3,"MIID",0,"Atrimitra idae","Gastropoda","SOLITARY","MOBILE INVERT"
"56045",2007,7,"2007-07-17","AQUE",3,"NONO",0,"Norrisia norrisii","Gastropoda","SOLITARY","MOBILE INVERT"
"56048",2007,7,"2007-07-17","AQUE",3,"OCTO",0,"Octopus spp. ","Cephalopoda","SOLITARY","MOBILE INVERT"
"56050",2007,7,"2007-07-17","AQUE",3,"OKL",0,"Orthasterias koehleri","Asteroidea","SOLITARY","MOBILE INVERT"
"56051",2007,7,"2007-07-17","AQUE",3,"OPES",0,"Ophioplocus esmarki","Ophiuroidea","SOLITARY","MOBILE INVERT"
"56053",2007,7,"2007-07-17","AQUE",3,"OPSP",0,"Ophiothrix spiculata","Ophiuroidea","SOLITARY","MOBILE INVERT"
"56057",2007,7,"2007-07-17","AQUE",3,"PAIN",0,"Panulirus interruptus","Malacostraca","SOLITARY","MOBILE INVERT"
"56058",2007,7,"2007-07-17","AQUE",3,"PAPA",0,"Apostichopus parvimensis","Holothuroidea","SOLITARY","MOBILE INVERT"
"56060",2007,7,"2007-07-17","AQUE",3,"PBL",0,"Pisaster brevispinus","Asteroidea","SOLITARY","MOBILE INVERT"
"56064",2007,7,"2007-07-17","AQUE",3,"PGL",0.178389869460951,"Pisaster giganteus","Asteroidea","SOLITARY","MOBILE INVERT"
"56065",2007,7,"2007-07-17","AQUE",3,"PHL",0,"Pycnopodia helianthoides","Asteroidea","SOLITARY","MOBILE INVERT"
"56074",2007,7,"2007-07-17","AQUE",3,"POL",0,"Pisaster ochraceus","Asteroidea","SOLITARY","MOBILE INVERT"
"56082",2007,7,"2007-07-17","AQUE",3,"PTTR",0,"Pteropurpura trialata","Gastropoda","SOLITARY","MOBILE INVERT"
"56083",2007,7,"2007-07-17","AQUE",3,"PUPR",0,"Pugettia producta","Malacostraca","SOLITARY","MOBILE INVERT"
"56104",2007,7,"2007-07-17","AQUE",3,"SFL",0,"Mesocentrotus franciscanus","Echinoidea","SOLITARY","MOBILE INVERT"
"56113",2007,7,"2007-07-17","AQUE",3,"SPL",0,"Strongylocentrotus purpuratus","Echinoidea","SOLITARY","MOBILE INVERT"
"56125",2007,7,"2007-07-17","AQUE",3,"TESP",0,"Tegula spp. ","Gastropoda","SOLITARY","MOBILE INVERT"
"56140",2007,7,"2007-07-17","AQUE",4,"AML",0.693653123591161,"Patiria miniata","Asteroidea","SOLITARY","MOBILE INVERT"
"56145",2007,7,"2007-07-17","AQUE",4,"APCA",0,"Aplysia californica","Gastropoda","SOLITARY","MOBILE INVERT"
"56146",2007,7,"2007-07-17","AQUE",4,"APVA",0,"Aplysia vaccaria","Gastropoda","SOLITARY","MOBILE INVERT"
"56171",2007,7,"2007-07-17","AQUE",4,"CASP",0,"Cancer spp. ","Malacostraca","SOLITARY","MOBILE INVERT"
"56173",2007,7,"2007-07-17","AQUE",4,"CECO",0,"Centrostephanus coronatus","Echinoidea","SOLITARY","MOBILE INVERT"
"56184",2007,7,"2007-07-17","AQUE",4,"COCA",0.109623753715488,"Californiconus californicus","Gastropoda","AGGREGATED","MOBILE INVERT"
"56194",2007,7,"2007-07-17","AQUE",4,"CUKE",0,"Apostichopus californicus","Holothuroidea","SOLITARY","MOBILE INVERT"
"56200",2007,7,"2007-07-17","AQUE",4,"CYSP",0,"Neobernaya spadicea","Gastropoda","SOLITARY","MOBILE INVERT"
"56203",2007,7,"2007-07-17","AQUE",4,"DIL",1.02939016303595,"Dermasterias imbricata","Asteroidea","SOLITARY","MOBILE INVERT"
"56233",2007,7,"2007-07-17","AQUE",4,"HACO",0.746949615722304,"Haliotis corrugata","Gastropoda","SOLITARY","MOBILE INVERT"
"56236",2007,7,"2007-07-17","AQUE",4,"HARU",2.11487333184514,"Haliotis rufescens","Gastropoda","SOLITARY","MOBILE INVERT"
"56247",2007,7,"2007-07-17","AQUE",4,"KEKE",0.100315610839605,"Kelletia kelletii","Gastropoda","SOLITARY","MOBILE INVERT"
"56248",2007,7,"2007-07-17","AQUE",4,"LA",0,"Lytechinus pictus","Echinoidea","SOLITARY","MOBILE INVERT"
"56253",2007,7,"2007-07-17","AQUE",4,"LIGL",0,"Pomaulax gibberosus; Megastraea undosa","Gastropoda","SOLITARY","MOBILE INVERT"
"56257",2007,7,"2007-07-17","AQUE",4,"LOGR",0,"Loxorhynchus grandis","Malacostraca","SOLITARY","MOBILE INVERT"
"56263",2007,7,"2007-07-17","AQUE",4,"MECR",0,"Megathura crenulata","Gastropoda","SOLITARY","MOBILE INVERT"
"56264",2007,7,"2007-07-17","AQUE",4,"MIID",0.0633053390816308,"Atrimitra idae","Gastropoda","SOLITARY","MOBILE INVERT"
"56273",2007,7,"2007-07-17","AQUE",4,"NONO",0,"Norrisia norrisii","Gastropoda","SOLITARY","MOBILE INVERT"
"56276",2007,7,"2007-07-17","AQUE",4,"OCTO",0,"Octopus spp. ","Cephalopoda","SOLITARY","MOBILE INVERT"
"56278",2007,7,"2007-07-17","AQUE",4,"OKL",0,"Orthasterias koehleri","Asteroidea","SOLITARY","MOBILE INVERT"
"56279",2007,7,"2007-07-17","AQUE",4,"OPES",0.0572507707306099,"Ophioplocus esmarki","Ophiuroidea","SOLITARY","MOBILE INVERT"
"56281",2007,7,"2007-07-17","AQUE",4,"OPSP",16.1491053868319,"Ophiothrix spiculata","Ophiuroidea","SOLITARY","MOBILE INVERT"
"56285",2007,7,"2007-07-17","AQUE",4,"PAIN",0,"Panulirus interruptus","Malacostraca","SOLITARY","MOBILE INVERT"
"56286",2007,7,"2007-07-17","AQUE",4,"PAPA",0.177596567278659,"Apostichopus parvimensis","Holothuroidea","SOLITARY","MOBILE INVERT"
"56288",2007,7,"2007-07-17","AQUE",4,"PBL",0,"Pisaster brevispinus","Asteroidea","SOLITARY","MOBILE INVERT"
"56292",2007,7,"2007-07-17","AQUE",4,"PGL",0.590674581802741,"Pisaster giganteus","Asteroidea","SOLITARY","MOBILE INVERT"
"56293",2007,7,"2007-07-17","AQUE",4,"PHL",0,"Pycnopodia helianthoides","Asteroidea","SOLITARY","MOBILE INVERT"
"56302",2007,7,"2007-07-17","AQUE",4,"POL",0,"Pisaster ochraceus","Asteroidea","SOLITARY","MOBILE INVERT"
"56310",2007,7,"2007-07-17","AQUE",4,"PTTR",0,"Pteropurpura trialata","Gastropoda","SOLITARY","MOBILE INVERT"
"56311",2007,7,"2007-07-17","AQUE",4,"PUPR",0,"Pugettia producta","Malacostraca","SOLITARY","MOBILE INVERT"
